epoch,train_loss,val_loss,train_micro_f1,val_micro_f1,train_macro_f1,val_macro_f1,train_exact_match,val_exact_match
20,0.004888891369736982,0.025209615587432316,0.9878316075882397,0.9474327628361858,0.9889424789872953,0.950631982363659,0.9818867924528302,0.9257246376811594
21,0.0035815541034318367,0.027213597572903522,0.9909392932648746,0.9471445929526124,0.9928704400820112,0.9516734081161506,0.985811320754717,0.9299516908212561
22,0.0033231489734970175,0.026688902095581096,0.9919202597598732,0.9430399025281755,0.992971273374421,0.9428546659445991,0.9867169811320755,0.9227053140096618
23,0.0033479492442928397,0.024307745553278658,0.9917630167006726,0.9531059683313033,0.9926833331778543,0.9578650151400905,0.9871698113207548,0.9359903381642513
24,0.004643508944379271,0.024398076459360513,0.9880556395524644,0.9486238532110092,0.9886048896364574,0.9527802313137824,0.9812830188679246,0.9293478260869565
25,0.002859920002326791,0.027249200491162674,0.992748149267261,0.9431783652385293,0.9934330819773672,0.9472442603614099,0.9883773584905661,0.9227053140096618
26,0.0024357359780806977,0.022877697826696082,0.9934294992825315,0.9519756838905775,0.9934071121938992,0.9557790026250961,0.9897358490566037,0.9384057971014492
27,0.0026440005494668237,0.02319012191551535,0.9933544781755022,0.9535660091047041,0.9931968388823452,0.9585038706324335,0.9898867924528302,0.9402173913043478
28,0.0029520195464269733,0.022531842633140956,0.9927558104437066,0.9547400611620795,0.9942117448330033,0.9578620081941088,0.9895849056603774,0.9371980676328503
29,0.002450676690541067,0.021225842210134616,0.994105199516324,0.9574726609963548,0.9956280883908416,0.9630298118078127,0.9912452830188679,0.9396135265700483
30,0.003103885576743984,0.02380092760125076,0.9920700853409863,0.9502427184466019,0.9935246339679747,0.9547000294513546,0.9888301886792453,0.9329710144927537
31,0.003044623809673314,0.025978412645630503,0.9916169473604712,0.9432128757971454,0.9940069621381744,0.951312599793149,0.986566037735849,0.927536231884058
32,0.0020670092067382527,0.02598300758509667,0.9947153857768383,0.9529018535399575,0.9961883984440514,0.9570859172468161,0.9926037735849057,0.9408212560386473
33,0.002081467541119189,0.023006140799396602,0.9942615524010873,0.9582189691979262,0.995095532941299,0.9610467301491901,0.9921509433962264,0.9444444444444444
34,0.0017592462366271132,0.02251593187012134,0.9957710315662287,0.9604141291108405,0.9960651863731381,0.9640119757761993,0.9945660377358491,0.946256038647343
35,0.002498537897009332,0.025217484371654535,0.9931284452163407,0.9516276239732279,0.9927982175224325,0.9559592828037736,0.9898867924528302,0.9402173913043478
36,0.0023222280822448294,0.02266787305475828,0.9943357752435616,0.9610942249240122,0.9953536356419482,0.9635566915813397,0.9926037735849057,0.9492753623188406
37,0.0018774650759889552,0.021686308080435097,0.9950887797506611,0.9631883176148464,0.9959494278731887,0.9646061657390939,0.992754716981132,0.9516908212560387
38,0.0016807858970692767,0.02101769809544217,0.9953924012387643,0.9649710630520865,0.9961040831989068,0.9678882529325633,0.9933584905660378,0.9516908212560387
39,0.002049784945108805,0.024959817305314106,0.994636246883735,0.9566272368820139,0.994141388130124,0.9598585430553969,0.9924528301886792,0.9486714975845411
40,0.001647839743933939,0.020966654573468795,0.9956226415094339,0.9652650822669104,0.9960820463653213,0.9666412446727233,0.9947169811320755,0.9522946859903382
41,0.0019279456857991633,0.02132318088273599,0.9954662233640623,0.9614099058037071,0.9964076941083074,0.9663755999290201,0.9935094339622641,0.9486714975845411
42,0.0021005481237738903,0.020912873944501587,0.9947153857768383,0.9592705167173252,0.995715581583345,0.962591193881581,0.9926037735849057,0.946256038647343
43,0.002017528371935939,0.022924734007315217,0.9940327819321702,0.9565745520801701,0.9954363101427148,0.9611057927418604,0.9909433962264151,0.9450483091787439
44,0.0016472008641422637,0.02004753148563123,0.995922066153149,0.96289592760181,0.9969351864488385,0.9656606542472371,0.9945660377358491,0.9541062801932367
45,0.0015176404342626415,0.023664467099536343,0.9962241353269898,0.9559136515658255,0.9964787737598244,0.9503613867717559,0.9951698113207548,0.9408212560386473
46,0.001682803359488904,0.021066339175719633,0.9953172205438067,0.9602909972719006,0.9962333919046521,0.9648139754267141,0.993811320754717,0.9516908212560387
47,0.001526945014102033,0.020298591954760133,0.9952434881087203,0.9622698460609719,0.9961904603086327,0.9643140418229815,0.9932075471698113,0.9516908212560387
48,0.0014991686375249388,0.020622922776649077,0.9956199969793083,0.9620176238225463,0.9966897567464684,0.9627319557792308,0.9945660377358491,0.9492753623188406
49,0.0018038232059718795,0.021215493667571004,0.9950135992747053,0.9642966127555691,0.9953801607002184,0.968429163865119,0.993056603773585,0.9516908212560387
50,0.0014367604414001107,0.01996814963511998,0.9958487433013813,0.9630082543564659,0.9968773489344149,0.9674554810296432,0.9948679245283019,0.9480676328502415
51,0.001534595969183599,0.020395520801983823,0.9956958393113343,0.9615034859048196,0.9966578299745151,0.9633364264700489,0.9945660377358491,0.9498792270531401
52,0.001433991380290673,0.021553357431534588,0.9960748792270532,0.9646556977452773,0.9965265560313429,0.9673020738967211,0.9948679245283019,0.9492753623188406
53,0.0012906206982267387,0.023642551508029994,0.9966024915062288,0.9604863221884499,0.9973373580930198,0.9650170379788409,0.9960754716981132,0.9486714975845411
54,0.0013499763950931768,0.020866243061294625,0.996225845410628,0.9609040928527794,0.9971490116587887,0.9636644064436864,0.9956226415094339,0.9456521739130435
55,0.0013615138961522804,0.021997846671504392,0.9959226819691936,0.9658536585365853,0.9970801722870383,0.9679744352691707,0.9947169811320755,0.9535024154589372
56,0.001221616064385019,0.019376647256254015,0.996450419152632,0.9648640391078521,0.9973113391221432,0.9681135703137091,0.9954716981132076,0.9510869565217391
57,0.0011895670007611185,0.01856621081238823,0.9966782424882984,0.9668390629753575,0.996988641859749,0.9700285586569178,0.9957735849056604,0.9565217391304348
58,0.0011937281526158397,0.01800048206594704,0.9966009517335146,0.9656430525995744,0.9973477674302575,0.9698128669712269,0.9954716981132076,0.9577294685990339
59,0.0013759716293051893,0.02386388181824606,0.9960731007400695,0.9587378640776699,0.9968398807696961,0.9624435801231488,0.9953207547169811,0.9480676328502415
60,0.0014242009038587743,0.020579243749481342,0.9964514911287278,0.9646987218502739,0.9972971797940112,0.9675238973561981,0.9954716981132076,0.9516908212560387
61,0.0011906039011208912,0.020229907407960178,0.9966030044538386,0.9655802619555285,0.9972999317815139,0.9672036034513815,0.9959245283018868,0.9522946859903382
62,0.0011603359431160158,0.025696921141217532,0.9966009517335146,0.9571298266950441,0.9972643958889372,0.9617654352856789,0.9954716981132076,0.9444444444444444
63,0.0011990267300894836,0.017344946863851286,0.9966792452830189,0.9660606060606061,0.9975003959331924,0.9687583050559913,0.9965283018867924,0.9565217391304348
64,0.0012876584119765298,0.01916775511934001,0.9958468624933927,0.9653073645769933,0.9967450527692896,0.968593373217241,0.9947169811320755,0.9528985507246377
65,0.0011858822908043809,0.01786615682882819,0.9966782424882984,0.9633888048411497,0.9974609366361141,0.9684998654975882,0.9960754716981132,0.9528985507246377
66,0.001140001674250256,0.01870522577673075,0.9965272535104938,0.9654754694124773,0.9973978683975877,0.9688253356884975,0.9959245283018868,0.9589371980676329
67,0.0010440548502341494,0.018257217889836263,0.9972073364027474,0.9657886769603391,0.9979190449124916,0.9690416077283059,0.9971320754716981,0.9589371980676329
68,0.001146243447466437,0.019643205196901006,0.9966777408637874,0.9644700880655936,0.9973033270827572,0.9688147515264357,0.9959245283018868,0.9565217391304348
69,0.0010943721070543002,0.018404289552748105,0.9966772390877511,0.9660194174757282,0.9973742239406543,0.9708006329978793,0.9959245283018868,0.9565217391304348
70,0.0011137051920045193,0.018255987831626616,0.9969049596134973,0.9680170575692963,0.9977083943522512,0.9707840705824033,0.9965283018867924,0.9571256038647343
71,0.0010542761097411747,0.019280100133956708,0.996601465146137,0.9648271679805943,0.99748770146591,0.9686988735969436,0.9957735849056604,0.9571256038647343
72,0.0011010279567980313,0.0185577717844608,0.9967544720356253,0.9642207398423287,0.9975506345667016,0.968359965725613,0.9963773584905661,0.9565217391304348
