train_acc,train_loss,train_macro_f1,train_micro_f1,val_acc,val_loss,val_macro_f1,val_micro_f1
0.34377330350484714,1.9022253437063572,0.3207593859286419,0.34377330350484714,0.43400447427293065,1.696103021958086,0.3956236822588357,0.43400447427293065
0.4604772557792692,1.589898516756665,0.4425251481433137,0.4604772557792692,0.48322147651006714,1.5728284622821054,0.44387983456034164,0.48322147651006714
0.5357941834451901,1.3944269679181172,0.5202801457135187,0.5357941834451901,0.4981357196122297,1.556752579590885,0.45315336623409147,0.4981357196122297
0.610738255033557,1.1966810511796,0.5990564043388603,0.610738255033557,0.5943325876211782,1.2607697785389593,0.5749661627045528,0.5943325876211782
0.6586502609992543,1.0370439731034657,0.6498086549956855,0.6586502609992543,0.6010439970171514,1.236587588063467,0.5864522161753093,0.6010439970171514
0.7045115585384042,0.8905166598685547,0.6976976291311133,0.7045115585384042,0.6614466815809098,1.0666854602022904,0.6481417135976824,0.6614466815809098
0.7388143176733781,0.7771473193150861,0.7347706779331681,0.7388143176733781,0.5831469052945563,1.3453538333365136,0.560829863880027,0.5831469052945563
0.784862043251305,0.6612556124693595,0.7805528585392684,0.784862043251305,0.6517524235645041,1.1455911995313846,0.6231740684976516,0.6517524235645041
0.8094705443698732,0.5636886412043077,0.8056494191931719,0.8094705443698732,0.7099179716629381,0.9626672232799971,0.6976720595582131,0.7099179716629381
0.8439597315436241,0.48122516916724484,0.8416057804557471,0.8439597315436241,0.7263236390753169,0.9085311274933868,0.7099874981923588,0.7263236390753169
0.8711782252050708,0.3910886776882886,0.8699430248790493,0.8711782252050708,0.7099179716629381,0.9444523805739896,0.7110341082990214,0.7099179716629381
0.8969052945563013,0.3195465410449094,0.8969144251070087,0.8969052945563013,0.7084265473527218,0.9886678785285694,0.6935969119708362,0.7084265473527218
0.9092095451155854,0.278045022558757,0.9098825184828109,0.9092095451155854,0.7099179716629381,1.0395534235447934,0.6989758400882096,0.7099179716629381
0.9668158090976883,0.120375744537308,0.967307624387911,0.9668158090976883,0.8001491424310216,0.7076446292651046,0.795782945835241,0.8001491424310216
0.9875093214019388,0.05520509275914039,0.98791688619485,0.9875093214019388,0.7889634601043997,0.7272140261488651,0.7861821687664228,0.7889634601043997
0.9912378821774795,0.04429156399046548,0.9920025467729835,0.9912378821774795,0.7889634601043997,0.7272813566845802,0.7857774414912153,0.7889634601043997
0.9919835943325876,0.04045632150993696,0.9923395522005183,0.9919835943325876,0.8001491424310216,0.7210587672917013,0.7934521073646235,0.8001491424310216
0.9951528709917972,0.024698505260044742,0.9955364344045105,0.9951528709917972,0.8173005219985086,0.6577473003903402,0.8102747940343359,0.8173005219985086
0.9975764354958986,0.016391444902680952,0.997760718942425,0.9975764354958986,0.8187919463087249,0.6456683849239421,0.8110598476359435,0.8187919463087249
0.9977628635346756,0.013231614449024645,0.9980114236791914,0.9977628635346756,0.8217747949291574,0.6633371703665617,0.8161643837148618,0.8217747949291574
0.9985085756897838,0.010161797472989044,0.9985314340346985,0.9985085756897838,0.8202833706189411,0.6562341499648638,0.8142675678440732,0.8202833706189411
0.9981357196122297,0.009349207039630787,0.9983516290119709,0.9981357196122297,0.8269947800149142,0.6505744365904422,0.8206955867024042,0.8269947800149142
0.9988814317673378,0.007774297668168698,0.9989980347269642,0.9988814317673378,0.8262490678598061,0.6418941598121662,0.8185764126190725,0.8262490678598061
0.9985085756897838,0.0073000685340328325,0.9985938048230788,0.9985085756897838,0.8232662192393736,0.6487186938679814,0.8190332078705027,0.8232662192393736
0.9983221476510067,0.007861797240862067,0.998440733329303,0.9983221476510067,0.825503355704698,0.6447744109042094,0.8189227578916468,0.825503355704698
0.9981357196122297,0.008522921185565475,0.9983214123597766,0.9981357196122297,0.8240119313944817,0.6431891168123923,0.8183323913417797,0.8240119313944817
0.9994407158836689,0.006456921920235881,0.9994673220100624,0.9994407158836689,0.8314690529455631,0.6282759518609129,0.8246643539339323,0.8314690529455631
0.9986950037285608,0.005500620732460335,0.9988023386474698,0.9986950037285608,0.8269947800149142,0.6281947923586673,0.8218070882126944,0.8269947800149142
0.9988814317673378,0.005313254243469923,0.99900489082389,0.9988814317673378,0.8277404921700223,0.6434110950214662,0.8228050124544769,0.8277404921700223
0.9985085756897838,0.006011637598609497,0.9986731877651865,0.9985085756897838,0.8262490678598061,0.6522495503482492,0.8212518330621219,0.8262490678598061
0.9985085756897838,0.0059267030251028375,0.9986726851053227,0.9985085756897838,0.8262490678598061,0.6429258708541381,0.8206652812371267,0.8262490678598061
0.9990678598061148,0.005099038415679418,0.9991712029219136,0.9990678598061148,0.825503355704698,0.6304220756561697,0.8192848652087249,0.825503355704698
0.9988814317673378,0.0048992954518182075,0.9989968273537984,0.9988814317673378,0.8225205070842655,0.6455130919114055,0.815634032928115,0.8225205070842655
0.9986950037285608,0.004843730765612245,0.9988388203786425,0.9986950037285608,0.8240119313944817,0.6335515544585201,0.8177105898525935,0.8240119313944817
0.9990678598061148,0.005344953445966323,0.9991495019384398,0.9990678598061148,0.8225205070842655,0.6402434300434047,0.8155552636550024,0.8225205070842655
0.9988814317673378,0.00429526822555374,0.9990036233296606,0.9988814317673378,0.8262490678598061,0.6327200883542486,0.81980126569597,0.8262490678598061
