train_acc,train_loss,train_macro_f1,train_micro_f1,val_acc,val_loss,val_macro_f1,val_micro_f1
0.3756524981357196,1.8545557999237539,0.35828572069300635,0.3756524981357196,0.4899328859060403,1.5644955387940431,0.45607499537996665,0.4899328859060403
0.5257270693512305,1.4228033290524522,0.5110624954622476,0.5257270693512305,0.5398956002982849,1.434580041213679,0.4913224011688894,0.5398956002982849
0.6062639821029083,1.1870727354159203,0.5955803425579176,0.6062639821029083,0.5577926920208799,1.3795977909559638,0.5259045991157995,0.5577926920208799
0.6579045488441462,1.0190961382266392,0.6470431154163436,0.6579045488441462,0.686055182699478,1.01441462985799,0.6710374905400793,0.686055182699478
0.7037658463832961,0.896067837207376,0.6961061776152782,0.7037658463832961,0.6554809843400448,1.1168447895604758,0.6358742790125524,0.6554809843400448
0.7404921700223713,0.7883580239471618,0.7351290733793353,0.7404921700223713,0.6144668158090977,1.2606128313752984,0.6020136688275978,0.6144668158090977
0.7783370618941089,0.6756606494020295,0.7721254082116638,0.7783370618941089,0.6524981357196122,1.211322901499618,0.6415594010495289,0.6524981357196122
0.8126398210290827,0.5608292872295906,0.8104116074908071,0.8126398210290827,0.7173750932140194,0.9004279680877901,0.69916997428729,0.7173750932140194
0.8329604772557793,0.4999548813951807,0.8279557735298299,0.8329604772557793,0.7516778523489933,0.8824222558118975,0.7340429047716648,0.7516778523489933
0.8594332587621178,0.4260731758376185,0.8570289893297804,0.8594332587621178,0.7651006711409396,0.7754644837777709,0.7510172376575226,0.7651006711409396
0.8823639075316928,0.36453188867999226,0.8797925948658638,0.8823639075316928,0.7375093214019388,0.9343401530978397,0.7117163460454896,0.7375093214019388
0.9019388516032811,0.2974372346351433,0.9002810140299174,0.9019388516032811,0.7024608501118568,1.3436404535078807,0.679364070710187,0.7024608501118568
0.918158090976883,0.24349683474285402,0.9170698919444514,0.918158090976883,0.7874720357941835,0.7637920291631813,0.7696414174459637,0.7874720357941835
0.9231916480238628,0.2263139240738174,0.9222335871655826,0.9231916480238628,0.7606263982102909,0.8861126828602586,0.7501273415055117,0.7606263982102909
0.9369873228933632,0.18411071095157255,0.9359467618990983,0.9369873228933632,0.8053691275167785,0.8457472539499213,0.7952108523314695,0.8053691275167785
0.9466815809097688,0.16044670979004133,0.9461154664029028,0.9466815809097688,0.7837434750186428,0.8925392723723546,0.7686836575032024,0.7837434750186428
